Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Difficult Conversations about Politics at Work,"Challenging political discussions can impact team cohesion within an organization. When emotions are running high, people struggle to balance their desire to express themselves with the desire to maintain functional relationships. What should they say? How should they say it? In this audio-only course, negotiation and conflict resolution expert Kwame Christian shares steps you can take to structure and navigate political conversations in the workplace. Kwame references Jonathan Haidt’s Moral Foundations Theory to help you better understand key political ideologies (and where they stem from.) He also shares strategies for managing emotional conversations about politics, including how to mobilize empathy and lean into joint problem-solving.",Course,2021-03-04 17:29 UTC,N/A,false,N/A,
The Art of Rotoscoping,"Turn your video footage into a work of art. Learn the basics of rotoscoping to build creative effects and to isolate video elements for compositing or VFX. In this course, instructor and mograph artist Eran Stern starts by diving the history and origin of rotoscoping in film and video, providing the background for subsequent practical techniques. He shows how to transform video into natural art—from pencil sketches to Van Gogh paintings, claymation to chalkboard drawings, watercolors to graffiti, and ink blots, Legos, comic books, pastels, and much more. You can also find out how to use the same foundational techniques to isolate elements for compositing and visual effects work, and create simple character animations. Plus, explore the different software for rotoscoping, from Photoshop and After Effects to professional applications such as Mocha AE.",Course,2021-06-01 20:22 UTC,N/A,false,N/A,
Practice Exam 4 for ISC2 Certified Information Systems Security Professional (CISSP),"<p>This practice exam is intended to help you prepare for the <b>ISC2 Certified Information Systems Security Professional (CISSP)</b> certification exam. After you launch the practice exam, there are three practice modes available; timed, untimed, or custom. Each mode allows unlimited attempts, explanations for correct and incorrect answers, and detailed exam results. The number and types of questions on the practice exam and the duration of the timed practice exam is intended to be representative of the certification exam.</p>
<p><b>Want more practice?</b> Additional practice exams for this certification are available and each has a unique question set for continued preparation.</p>
<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-1-for-isc2-certified-information-systems-security-professional-cissp/"" target=""_blank"">Practice Exam 1 for ISC2 Certified Information Systems Security Professional (CISSP)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-isc2-certified-information-systems-security-professional-cissp/"" target=""_blank"">Practice Exam 2 for ISC2 Certified Information Systems Security Professional (CISSP)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-3-for-isc2-certified-information-systems-security-professional-cissp"" target=""_blank"">Practice Exam 3 for ISC2 Certified Information Systems Security Professional (CISSP)</a></li>
</ul>
<p><b>About the certification</b>: To learn more about this certification, visit <b><a href=""https://www.isc2.org/certifications/cissp/cissp-certification-exam-outline"">ISC2</a></b>. 
</p>
<I>The practice exam questions provided are representative of the certification exam, but not the actual questions you will see on the certification exam. Practice exams are for self-assessment. Passing this practice exam does not guarantee that you will pass the actual certification exam.</I></p>",Course,2024-09-11 23:40 UTC,N/A,false,N/A,
The Step-by-Step Guide to Building your Thought Leadership on LinkedIn,"Generating business, reaching new clients, or acting as a spokesperson for your company or product—there are many benefits to building your thought leadership on LinkedIn. Whether you are a seasoned professional or just starting out, Alexandra Galviz (""Authentic Alex”) can help. Alex is a Linked Top Voice for the UK and the cofounder of #LinkedInLocal. In this course, she offers a step-by-step guide to using LinkedIn to reach audiences and establish your expertise. She explains how to craft an authentic voice, grow your audience of brand ambassadors, and create courageous content. Each chapter is filled with examples of her favorite thought leaders in the UK, from entrepreneurs to business leaders. By the end, you’ll be sharing your stories in an authentic and relatable way and creating a deeper connection with your network.",Course,2020-12-15 12:41 UTC,N/A,false,N/A,
Artificial Intelligence for Cybersecurity (2020),"Artificial intelligence (AI)—when leveraged with preparation and guardrails—is a game-changing approach to solving complex problems in cybersecurity. In this course, instructor Sam Sehgal delves into AI in the context of information security, providing use cases and practical examples that lend each concept a real-world context. Sam goes over the six main disciplines of AI and explains how to apply these disciplines to solve pressing security problems, such as the challenges of data at scale and speed in threat response. He covers machine learning techniques and their suitability for security issues, as well as the general limitations and risks of using AI for security. Plus, he shares how to best prepare your organization to apply AI-driven security.",Course,2022-09-26 20:15 UTC,N/A,false,N/A,
Nano Tips for Using Excel with Miss Excel (2021),"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>Here, join Miss Excel (aka Kat Norton)—a Microsoft MVP with 750,000+ followers on TikTok—as she shares tips and answers to common questions about Microsoft Excel, all set to a beat. Topics include fixing data in Excel (PivotTable), the filter function in Excel (VLOOKUP), VBA basics in Excel, and more. Each high-energy video offers up quick fixes for things you need to know right now about Excel and also prepares you for more in-depth learning.",Course,2022-04-04 15:35 UTC,N/A,false,N/A,
Accessible Layout for the Web,"<p>Accessibility is an important, but often overlooked, aspect of web development. Developers need to create websites that are accessible to everyone, including people with disabilities. In this course, developer advocate and web development instructor Gift Egwuenu teaches you how to create accessible websites by default. Learn about the importance of web accessibility. Find out how to identify and resolve common accessibility issues that may arise in your application. Go over ways to implement best practices for creating accessible layouts on the web. After completing this course, you will feel more equipped to build web applications for everyone, including those with disabilities.</p>

<p>This course is integrated with GitHub Codespaces, an instant cloud developer environment that offers all the functionality of your favorite IDE without the need for any local machine setup. With GitHub Codespaces, you can get hands-on practice from any machine, at any time—all while using a tool that you’ll likely encounter in the workplace. Check out the “Using GitHub Codespaces with this course” video to learn how to get started.</p>",Course,2024-10-20 12:50 UTC,N/A,false,N/A,
Job Interview Nano Tips with Madeline Mann,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>In this installment, discover what it takes to ace a job interview in our age of business-casual attire, working from home, and job interviews over video calls. Madeline Mann covers the important questions many job interviewees ask themselves, providing quick, to-the-point answers. While you may obsess over how you would answer these questions, Madeline provides straightforward answers that will let you go to your next job interview confidently—and looking good!",Course,2022-04-26 08:44 UTC,N/A,false,N/A,
Microsoft Project for the Web: Reporting with Power BI,"Create clearer, more visually compelling project reports using Power BI, the data visualization tool included with Office. In this course, John Riopel, PMP, gives project management professionals a crash course in Power BI, explaining how it can be used to create more robust project reports. John starts with the basics, explaining the main components of Power BI and showing you how to work with tables, filter the right data using slicers, and format a basic report. Next, John covers more intermediate features of Power BI, such as using samples and content packs, working with measures, and using conditional formatting. Finally, John explains how to work with advanced features, like creating and fine-tuning dashboards in Power BI, merging datasets, and adding custom visuals to your report.",Course,2023-03-08 14:11 UTC,N/A,false,N/A,
Getting into the Mind of the Hiring Manager,"Even when technology plays a role in the hiring process, those systems are programmed by people who have their own ideas, biases, and assumptions about what makes a candidate the best fit for the role. Understanding the psychology of the job search can give candidates a distinct advantage. Career expert Dawn Graham explores the mind of the typical hiring manager, providing insight that can help candidates create a targeted job search strategy and land an offer.",Course,2021-02-26 14:31 UTC,N/A,false,N/A,
Cybersecurity Careers and Certifications,"Demand for cybersecurity professionals has never been higher—and it's only projected to keep growing. Interested in finding a job in this exciting new field? Or simply advancing to the next level? Cybersecurity expert Marc Menninger explains how to launch and develop a successful career in cybersecurity, regardless of your background or current level of experience. Learn about the nine most common cybersecurity jobs and the duties and qualifications for each role. Learn which cybersecurity certifications appear in job listings and which ones will help you get the job you want. Follow example career paths to learn how others have progressed: from IT hobbyist to help-desk technician to analyst, systems architect, and more. Marc closes with career advice specific to cybersecurity, which will help you succeed in this dynamic and high-demand industry.",Course,2023-04-10 16:01 UTC,N/A,false,N/A,
First Look: Python 3.9,"Python, like any modern language, is always evolving. In this course, instructor Claire Burn dives into Python 3.9, highlighting the new features, improvements, and deprecations packed into this release. Learn about the significant Python Enhancement Proposals (PEPs) included in Python 3.9, as well as how to distinguish which modules are new (and why they are notable). Discover which modules have been deprecated and why this was necessary. Plus, get tips for overcoming common challenges while porting from Python 2 to Python 3.9, or Python 3.x to Python 3.9.",Course,2021-04-01 16:22 UTC,N/A,false,N/A,
Delivering an Authentic Elevator Pitch,"Find out how to craft an authentic personal pitch while projecting competence and warmth—two key factors in making a great first impression. Instructor Tatiana Kolovou shares how building trust with people and making a positive first impression isn’t a matter of magic. Tatiana reveals how verbal and nonverbal behaviors can influence the way people react in an initial meeting, whether in person, over the phone, or online.",Course,2020-12-12 17:03 UTC,N/A,false,N/A,
Rhino: Modeling for 3D Printing,"Rhino is a powerful digital modeling tool for architects, engineers, and product designers. The surface modeling freedom Rhino allows can create complex designs that are not always the best for physical fabrication. To prepare a model for 3D printing, you need to create closed clean geometry. In this course, instructor Olivia Morgan covers good modeling techniques from start to finish, for 3D printing projects and other physical fabrication methods. She also offers tips you can use if anything goes wrong during the modeling process. These skills include boolean troubleshooting, repairing holes, and fixing “bad objects.” Finally, Olivia covers how to properly export your model for different 3D printers, using real world examples.",Course,2022-04-11 15:48 UTC,N/A,false,N/A,
Organization Design,"In order to attract top talent and execute strategies effectively, it's imperative that you make your company a vibrant, engaging place to work. By gaining a solid foundation in organization design, you can learn how to build a high-performing organization that thrives in a complex business environment. In this course, Amy Kates shares a practical approach to organization design, providing you with a complete overview of the core models, methods, and tools used by organization design practitioners. She shows how to create alignment between components of an organization, select structure and integration options, match talent to an organization, and manage the organization design process.",Course,2021-03-12 12:31 UTC,N/A,false,N/A,
2D Animation: Tips and Tricks,"One way to learn animation is an all-in-one course, the kind you can find here in our library. The other path is on-the-job training, and involves picking up tips and tricks as you work. This course will give you that ""on the job"" experience in weekly doses. Every Tuesday, instructor Dermot O' Connor reveals a tip or trick that animation professionals use to save time and create more compelling characters. Learn to use delays, overshoots, and leading gestures to create looser, more realistic movement; draw different mouth shapes for male and female characters; create different styles of walks such as staggers; and more.",Course,2021-01-04 17:34 UTC,N/A,false,N/A,
LPIC-2 Linux Engineer (202-450): 6 System Security,"The LPIC-2 Linux Engineer (202-450) course is designed for IT Professionals who are seeking the LPIC-2 certification. This series of courses from ITProTV covers the skills required of any intermediate to advanced systems administrator who is tasked with supporting Linux in a production environment. This course, sixth in the series, focuses on system security. Learn how to build a router and configure port forwarding, with iptables, and review how to use iptables as a firewall. Explore building a FTP server with vsftpd and Pure-FTPd. Find out how to restrict access to SSH and enable certificate authentication in SSH. Go over how to use Fail2ban to block brute force attacks and scan for open ports with Nmap. Plus, dive into building a VPN server with OpenVPN and configuring an OpenVPN client.
 <br><br>
Note: This course was created by ITProTV. We are pleased to host this training in our library.",Course,2023-01-23 00:27 UTC,N/A,false,N/A,
Learning C#,"The C# language got its start on Windows, but today you can find it almost everywhere.  Whether it’s running on the cloud, to desktops with MacOS and Linux, to mobile operating systems like Android and iOS, C# has grown into a mature, powerful language for almost any programming purpose.
In this course, Joe Marini dives into the fundamentals of C#, starting with a basic overview of language constructs like program flow and data types. He then gets into more advance topics such as functions, object-oriented programming techniques, and string processing. After this course, you’ll have a better understanding of C#, and how its combination of power, simplicity, and expressiveness make it an extremely versatile programming language that can be used for almost any scenario.
<p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p>",Course,2024-10-04 16:15 UTC,N/A,false,N/A,
Practice Exam 4 for CompTIA A+ (220-1102),"<p>This practice exam is intended to help you prepare for the <b>CompTIA A+ (220-1102)</b> certification exam. After you launch the practice exam, there are three practice modes available; timed, untimed, or custom. Each mode allows unlimited attempts, explanations for correct and incorrect answers, and detailed exam results. The number and types of questions on the practice exam and the duration of the timed practice exam is intended to be representative of the certification exam.</p><p><b>Want more practice?</b> Additional practice exams for this certification are available and each has a unique question set for continued preparation.</p>
<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-1-for-comptia-a-plus-220-1102"" target=""_blank"">Practice Exam 1 for CompTIA A+ (220-1102)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-comptia-a-plus-220-1102"" target=""_blank"">Practice Exam 2 for CompTIA A+ (220-1102)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-3-for-comptia-a-plus-220-1102/"" target=""_blank"">Practice Exam 3 for CompTIA A+ (220-1102)</a></li></li>
</ul>
<p><b>About the certification</b>: To learn more about this certification, visit <a href=""https://www.comptia.org/certifications/a#examdetails"" target=""_blank""><b>CompTIA</b></a>.</p>
<p><i>The practice exam questions provided are representative of the certification exam, but not the actual questions you will see on the certification exam. Practice exams are for self-assessment. Passing this practice exam does not guarantee that you will pass the actual certification exam.</i></p>",Course,2024-11-04 21:43 UTC,N/A,false,N/A,
Advanced NLP with Python for Machine Learning (2020),"An incredible amount of unstructured text data is generated every day by social media, web pages, and a variety of other sources. But without the ability to tame and harness that data, you'll be unable to glean any value from it. In this course, learn how to translate messy text data into powerful insights using Python. Instructor Derek Jedamski begins 
with a quick review of foundational NLP concepts, including how to clean text data and build a model on top of vectorized text. He then jumps into more complex topics such as word2vec, doc2vec, and recurrent neural networks. To wrap up the course, he lends these concepts a real-world context by applying them to a machine learning problem.",Course,2020-12-07 12:02 UTC,N/A,false,N/A,
Figma for UX Design,"Do you use Figma for review and collaboration, use it for interaction design, or just need a quick introduction to this tool? In this course, instructor Eric Nordquist steps through creating projects in Figma, then shows you how to use prototyping, collaborate with other designers, and export your files. Eric begins by introducing you to Figma, explaining the differences between the online and desktop versions, as well as how to design a file. Then he covers all the main steps in creating a project, such as creating the hero section, applying Auto Layout, using masks, and more. Eric explains prototyping and how to use interactions and Smart Animate. After going over how to use Figma to work with other designers, he finishes up with useful tips on how to export your files.",Course,2024-10-20 13:26 UTC,N/A,false,N/A,
Nano Tips to Enhance Your Communication with Shadé Zahrai,"<p>Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.</p>

<p>Here, award-winning leadership strategist and peak performance specialist Shadé Zahrai presents useful tips to help you communicate more effectively. Shadé shows you how to drive positive outcomes with your word choices. She covers how to foster trust by challenging your assumptions, responding positively, and owning a professional apology. Plus, Shadé guides you through mastering nonverbal communication through voice modulation, aligning delivery and intention, and using body language and physical gesture to reinforce your meaning. With these quick videos, you can make learning fit into even your busiest days!</p>
 
<p>This course was created by Shadé Zahrai. We are pleased to host this training in our library.</p>",Course,2024-12-11 19:03 UTC,N/A,false,N/A,
Python Code Challenges ,"Want to test your Python skills? These concise challenges let you stretch your brain and test your talents. Instructor Barron Stone shares over a dozen Python challenges, as well as his own solutions to each problem—the majority of which are less than two dozen lines of code. You can tackle each problem using the tools in the Python standard library, or opt for the library of your choice. And since each challenge is self-contained, you can complete the course in any order—and at your own pace. Tune in to get the hands-on practice you need to keep your skills sharp.",Course,2020-11-22 15:38 UTC,N/A,false,N/A,
Azure OpenAI: Generative AI Models and How to Use Them,"OpenAI’s revolutionary models are disrupting the tech scene in many ways. Every day, more and more people are talking about OpenAI, in awe of the capabilities it has. It’s important to understand how this service works, what the dangers are, and most importantly, how you can use it to simplify your life or enhance your business. In this course, instructor Sammy Deprez introduces you to Azure OpenAI services and dives into the models that are available, including GPT models, embedding models, codex models, and DALL-E models. Sammy explains what each model type is and how it works, and he offers recommendations on the best way to use it. Plus, he discusses copyright issues and goes over how to combine models and start building your own solutions.",Course,2023-10-04 06:20 UTC,N/A,false,N/A,
Figure Drawing: Tonal Rendering,"How can you make a good figure drawing into a great figure drawing? Give it drama with tonal rendering. This course—taught on the iPad Pro—provides you with step-by-step demonstrations that can help you enhance the dimensionality and drama of your figure drawings using tonal rendering techniques. Instructor Amy Wynne starts by demonstrating how to create a five-part tonal gradient, and then shows how to apply this to simple 3D geometric shapes such as an egg, a cylinder, and a block; these shapes serve as the building blocks for constructing your figures. Amy also shows how to build the figure from the inside out—from structure to tonality—and apply silhouette and camouflage using inspiring master drawings as examples. Upon completing this course, you'll be equipped with a few simple techniques that can help you add beautiful lights and shadows to your figure sketches.",Course,2020-12-04 17:31 UTC,N/A,false,N/A,
Cert Prep: LEED Green Associate,"Are you both passionate and  knowledgeable about the latest green building principles and practices? If so, earning the LEED Green Associate credential can help you advance your career by demonstrating your expertise in sustainable design, construction, and building operations. In this course, instructor Fulya Kocak Gin gives you an overview of what to expect on the LEED Green Associate exam and provides background on the key topics and concepts you need to know. Fulya covers alternative transportation options, sustainable site strategies, ways to reduce energy and water use, renewable energy solutions, enhanced indoor air strategies, and much more. Plus, she includes a practice exam so you can solidify your understanding of the concepts covered in this course.",Course,2024-12-15 06:54 UTC,N/A,false,N/A,
Designing a Presentation (2021),"Perhaps the most essential skill for all knowledge workers, sales professionals, business owners, and educators is the ability to design compelling presentations. Whether you’re reporting performance metrics, delivering a training, or pitching a big idea, you need a presentation to support you and illuminate your speech. In this course, designer Tony Harmer takes you through the essentials of presentation design to give you the tools you'll find most useful in thinking about, designing, and building successful presentations. Tony covers a variety of key topics, including moodboards, outlines, layout, type and text, color considerations, graphics, video, charts, transitions, and animations. He concludes with some useful advice on finishing touches and follow-ups for your presentation.",Course,2021-10-29 20:57 UTC,N/A,false,N/A,
Excel: Tips and Tricks,"<p>Want to take your Excel game to the next level? In this course, veteran Excel trainer and instructor Dennis Taylor shares powerful tips, tricks, and shortcuts that can help you leverage more of what Excel has to offer. Learn time-saving tricks for creating formulas rapidly, accelerating data entry, and navigating within worksheets efficiently. Plus, discover drag and drop techniques, formatting shortcuts, charting, and much more.
</p><p>
Note: This course was recorded on Excel for Microsoft 365; however, most of the contents will benefit anyone using Office 2019 or 2016.",Course,2023-09-06 14:04 UTC,N/A,false,N/A,
Business Analysis for Project Managers,"<div><a href=""https://www.linkedin.com/newsletters/6910288333902417920?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Greta's LinkedIn Newsletter</a></div><br>Business analysis may seem like a broad term, but it fulfills a very specific demand within a company’s operations. A business analyst identifies business needs, and recommends relevant solutions and the requirements needed to deliver those solutions. However, some companies may not have dedicated business analysts, and it often falls to project managers to perform business analysis duties. In this course, Greta Blash shows project managers how to incorporate business analysis into their workflow.<br><br>Greta illustrates the concepts by looking at a topic familiar to project managers—projects—through the lens of business analysis, starting with the pre-project phase where needs are identified, to identifying stakeholders, developing a project roadmap, analyzing requirements, all the way to closure and deployment. By the end of this course, you’ll be able to employ business analysis concepts to avoid inefficiencies, mistakes, and reworking, and deliver your projects on budget and on time.",Course,2023-06-14 10:17 UTC,N/A,false,N/A,
Head and Heart: The Art of Modern Leadership,"<p>What does it take to become a truly successful leader? The answer may not be what you think. In the 2023 book <i>Head & Heart: The Art of Modern Leadership</i>, author Kirstin Ferguson—award-winning columnist, leadership expert, and 2021 Thinkers50 Top 30 Thinker to Watch—explores the challenges and opportunities of leadership today and shows readers how to inspire, influence others, and make an impact. Tune into this audiobook summary from Next Big Idea Club to hear Kirstin as she shares five key insights from <i>Head & Heart</i>. Find out why leadership is simply a series of moments, why to live is to lead, how to master the art of modern leadership, why modern leaders monitor their word-to-wisdom ratio, and how to start reading the room like a pro.</p><p>This audiobook summary was created by Next Big Idea Club. We are pleased to host this content in our library.</p>",Course,2024-08-25 07:43 UTC,N/A,false,N/A,
11 Tips for .NET 6,"Microsoft .NET is equipped with so many libraries and APIs that sometimes it’s hard to keep track of it all. Even if you’ve been a .NET developer for years, you probably still encounter features that you didn’t know were there. Now’s the time to get your skills up to speed in this approachable course with instructor Walt Ritscher, exploring eleven key coding tips to boost your know-how in .NET 6.<br><br>Ramp up your developer skills today to improve your performance or land a new job. Learn the most essential, easy-to-use tricks to get the most out of the .NET experience, including single file deployment, SelectMany, DateOnly, Humanizer, ReadOnlyCollection, .Combine, fake test data with Bogus, adding version endpoints, counting Unicode string characters, ToLookup, and Zip files. Upon completing this course, you’ll be ready to tackle your next .NET coding challenge more efficiently, quickly, and with ease.",Course,2022-10-29 20:21 UTC,N/A,false,N/A,
Nano Tips for Influencing Those More Senior Than You with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, award-winning leadership strategist and peak performance educator for Fortune 500 companies, Shadé Zahrai, highlights effective ways to influence up. Increase your powers of persuasion by learning steps to prepare and align your goals with the goals of the leader you need to influence, proactive strategies for gaining buy-in, how to navigate disagreements, and how to manage the dynamics of your conversation.",Course,2024-12-10 16:22 UTC,N/A,false,N/A,
Nano Tips for Developing Magnetic Charisma with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, find out why charisma is such a valuable skill and how you can develop your own charisma with ease, exploring key insights from award-winning leadership strategist and peak performance specialist Shadé Zahrai.<br><br>Gather strategies to build authentic charisma to start creating better first impressions and new connections today. Get tips on energizing others with charismatic presence and magnetic communication. Along the way, Shadé shows you techniques for using eye contact, pauses, presentation starts, tension-building tools, simplified language, genuine care, and more.",Course,2024-12-01 19:32 UTC,N/A,false,N/A,
SOLIDWORKS: Designing a Stirling Engine,"Expand your SOLIDWORKS 3D CAD skills by learning how to design a machine with moving parts. In this course, learn through designing the components of an early-19th-century rival to the steam engine. Follow along with Johno Ellison as he leads you through the steps for creating a Stirling engine, a closed-cycle heat engine invented by Robert Stirling in 1816. Johno shows how to use SOLIDWORKS to create all the parts, combine the parts into an assembly, and prepare drawings for the final product. Johno also provides tips and ideas for moving the creation from a virtual to physical design.",Course,2022-03-29 16:29 UTC,N/A,false,N/A,
Java Practice: Collections,"<p>Java is a versatile, object-oriented programming language that is designed to run on a wide variety of platforms. Any machine that has a Java Virtual Machine, or JVM, can run Java apps. For that reason, Java is commonly used in a wide range of applications, including web, mobile, and desktop. Many of the apps you know and love were likely written in Java! In this course, instructor Todd Perkins, who has developed more than a dozen popular apps and games, uses a series of practical challenges to test your knowledge of Java collections and improve your programming problem-solving skills.</p>
 
<p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p>",Course,2024-12-16 11:51 UTC,N/A,false,N/A,
Hands-On Introduction: Data Engineering,"<p><b>Suggested prerequisites</b></p>
<ul>
<li>Know basic Python data types, control structures, functions, and classes.</li>
<li>Have a good enough understanding of SQL to write queries to extract, transform, and load data in Apache Airflow pipelines.</li>
<li>Have some knowledge of Bash script or Unix for basic Airflow installation and administration.</li>
<li>Be familiar with text editors.</li>
<li>Know some of the basic principles behind cloud computing.</li>
</ul>
<p><b>Projects</b></p>
<ul>
<li>Author, import, and execute a basic one-task DAG in Airflow: one Python file with one DAG and one task.</li>
<li>Author, import, and execute a basic two-task DAG in Airflow, where one task depends on the completion of another task.</li>
<li>Build a DAG to analyze top-level domains.</li>
</ul>
<p>In this course, instructor Vinoo Ganesh gives you an overview of the fundamental skills you need to become a data engineer. Learn how to solve complex data problems in a scalable, concrete way. Explore the core principles of the data engineer toolkit—including ELT, OLTP/OLAP, orchestration, DAGs, and more—as well as how to set up a local Apache Airflow deployment and full-scale data engineering ETL pipeline. Along the way, Vinoo helps you boost your technical skill set using real-world, hands-on scenarios.</p>
<p>This course is integrated with GitHub Codespaces, an instant cloud developer environment that offers all the functionality of your favorite IDE without the need for any local machine setup. With GitHub Codespaces, you can get hands-on practice from any machine, at any time—all while using a tool that you’ll likely encounter in the workplace. Check out the “Using GitHub Codespaces with this course” video to learn how to get started.</p>",Course,2024-10-15 20:12 UTC,N/A,false,N/A,
Addiction: A Community Issue,"Addiction is a public health issue that impacts us both at work and at home. But while this problem is widespread, the stigma surrounding addiction can make seeking help a challenge. This brief course was designed to help demystify addiction and provide employees with strategies, tools, and resources for helping themselves and others in their community.<br/><br/>Dr. Srini Pillay, a Harvard-trained psychologist, details the difference between recreational behavior and addiction to help you determine whether you or someone you know should seek help. Dr. Pillay shares how to address addiction in yourself or an employee, as well as how to appraise what level of care you or others need and when to approach specific care providers. He explains how addiction can also be present in our relationships with work, technology, food, shopping, and other seemingly benign areas of life. Plus, he helps you evaluate the merits of mobile apps and other new approaches for managing addiction.",Course,2021-04-18 14:22 UTC,N/A,false,N/A,
Empathy for Sales Professionals,"Empathy is a key skill for creating deeper connections and relationships—the building blocks of sales. With empathy, salespeople can achieve a deeper understanding of what prospects are going through and connect better with existing customers. In this course, workforce innovation specialist Sophie Wade quantifies the effect of empathy on sales and shows sales leaders how to incorporate empathy into the management and training of sales teams. Learn how to use empathy to distribute responsibility and improve team performance, and help your reps deepen customer relationships and increase sales. Sophie also shows how to improve empathy on a division-wide level by creating conditions that help an open-minded, empathetic organization thrive.",Course,2021-03-17 18:18 UTC,N/A,false,N/A,
Construction Management: Modular Construction Methods,"Modular construction is a collection of practices and techniques for constructing buildings offsite.  These factories can build walls, rooms, or entire multistory buildings using the same materials, codes, and standards as conventionally built construction. In this course, you can learn about the different types of modular construction, understand their limitations and advantages, and learn how to manage the modular construction process. Instructor Jim Rogers also explains how onsite and premanufactured processes combine and describes how to leverage modular components in a traditional construction project in order to leverage benefits such as increased sustainability.",Course,2021-06-23 12:18 UTC,N/A,false,N/A,
How to Speak Up Against Racism at Work,"Regardless of role or level, employees often want to speak up against offensive/racist comments or questionable practices, but they don't know how to do it. In this course, Dana Brownlee, an expert in communication effectiveness and facilitation, shares specific techniques and practices that anyone can use to address these uncomfortable situations with clarity, focus, and impact.",Course,2021-11-20 15:14 UTC,N/A,false,N/A,
Learning Python,"Python—the popular and highly-readable object-oriented language—is both powerful and relatively easy to learn. Whether you're new to programming or an experienced developer, this course can help you get started with Python. Joe Marini provides an overview of the installation process, basic Python syntax, and an example of how to construct and run a simple Python program. Learn to work with dates and times, read and write files, and retrieve and parse HTML, JSON, and XML data from the web.
<p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p>",Course,2022-06-08 14:18 UTC,N/A,false,N/A,
Cert Prep: ISC2 Certified in Cybersecurity (CC),"Considering a career in cybersecurity? The good news is that almost every company today has a need for more cybersecurity staff, and the (ISC)² Certified in Cybersecurity (CC) exam is an excellent starting point for a career in cybersecurity. In this course, instructor Mike Chapple shares all the cybersecurity knowledge you need to know to pass the exam, gives you an insider’s view of the test, and covers topics like the value of the certification and career tracks in cybersecurity.
 <br><br>
Note: This course was created by Mike Chapple. We are pleased to host this training in our library.",Course,2023-04-20 22:08 UTC,N/A,false,N/A,
SketchUp Pro 2024 Essential Training,"Find out how you can build your design ideas with SketchUp Pro. In this essential training, interior designer and instructor Tammy Cody teaches you the essentials of SketchUp and helps you build a solid foundation in 3D modeling. Get an overview of essential tools and learn how to make the most of proper modeling techniques and organization. Explore the user interface, as well as how to manipulate objects, draw in SketchUp, and model from a floor plan image. Go over several organizational tools available to you in SketchUp, and learn how to apply and edit materials. Plus, find out how to document and stylize your work. Practice models throughout the course give you chances to apply what you learn.",Course,2024-07-24 00:14 UTC,N/A,false,N/A,
Salesforce Essential Training (2021),"If you work in sales or are looking for a job in sales, chances are you need to know Salesforce, one of the world’s top customer relationship management (CRM) tools. In this course, Jamie Grettum focuses on how to use Salesforce in a sales environment. Jamie covers key topics like managing existing customers, tracking and converting leads, managing a sales pipeline of potential sales, and using the built-in features of Salesforce for analyzing sales data and reporting. If you need to quickly get up and running with Saleforce, Jamie gets you up to speed with the essentials of this in-demand CRM.",Course,2022-01-23 15:38 UTC,N/A,false,N/A,
Python Quick Start (2019),"Get a fast-paced introduction to Python. In this course, you can learn what Python is and why it's become such a powerful and in-demand programming language. Python expert and trainer Lavanya Vijayan shares the fundamentals of programming in Python with data types, variables, functions, sequences, conditional statements, iteration, and recursion. The course concludes with a short introduction to object-oriented programming in Python. Learning a new programming language shouldn't be hard; with this course, you can learn the basics you need to become proficient in Python, and decide if it’s the right language for your projects.<br><br>

This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this content in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""25%"" width=""25%"">",Course,2020-11-24 19:44 UTC,N/A,false,N/A,
